7.7946 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
59.4163 	EXP 	New trial (rep=3, index=0): None
59.4186 	DATA 	Keypress: up
59.4290 	EXP 	polygon: autoDraw = False
59.4290 	EXP 	grating: autoDraw = False
59.4290 	EXP 	grating: ori = 2.0
59.4290 	EXP 	polygon: autoDraw = True
60.4284 	EXP 	polygon: autoDraw = False
60.4284 	EXP 	grating: autoDraw = True
60.7279 	EXP 	grating: autoDraw = False
60.9671 	EXP 	New trial (rep=4, index=0): None
60.9726 	DATA 	Keypress: down
60.9776 	EXP 	polygon: autoDraw = False
60.9776 	EXP 	grating: autoDraw = False
60.9776 	EXP 	grating: ori = 0.0
60.9776 	EXP 	polygon: autoDraw = True
61.9769 	EXP 	polygon: autoDraw = False
61.9769 	EXP 	grating: autoDraw = True
62.2764 	EXP 	grating: autoDraw = False
62.7814 	EXP 	New trial (rep=5, index=0): None
62.7849 	DATA 	Keypress: up
62.7929 	EXP 	polygon: autoDraw = False
62.7929 	EXP 	grating: autoDraw = False
62.7929 	EXP 	grating: ori = 0.0
62.7929 	EXP 	polygon: autoDraw = True
63.7920 	EXP 	grating: autoDraw = True
63.8086 	EXP 	polygon: autoDraw = False
64.0917 	EXP 	grating: autoDraw = False
64.4110 	DATA 	Keypress: up
64.4304 	EXP 	New trial (rep=6, index=0): None
64.4414 	EXP 	polygon: autoDraw = False
64.4414 	EXP 	grating: autoDraw = False
64.4414 	EXP 	grating: ori = 2.0
64.4414 	EXP 	polygon: autoDraw = True
65.4404 	EXP 	grating: autoDraw = True
65.4570 	EXP 	polygon: autoDraw = False
65.7401 	EXP 	grating: autoDraw = False
65.9619 	EXP 	New trial (rep=7, index=0): None
65.9661 	DATA 	Keypress: down
65.9730 	EXP 	polygon: autoDraw = False
65.9730 	EXP 	grating: autoDraw = False
65.9730 	EXP 	grating: ori = 0.0
65.9730 	EXP 	polygon: autoDraw = True
66.9721 	EXP 	polygon: autoDraw = False
66.9721 	EXP 	grating: autoDraw = True
67.2720 	EXP 	grating: autoDraw = False
67.4438 	EXP 	New trial (rep=8, index=0): None
67.4480 	DATA 	Keypress: up
67.4549 	EXP 	polygon: autoDraw = False
67.4549 	EXP 	grating: autoDraw = False
67.4549 	EXP 	grating: ori = 0.0
67.4549 	EXP 	polygon: autoDraw = True
68.4543 	EXP 	polygon: autoDraw = False
68.4543 	EXP 	grating: autoDraw = True
68.7540 	EXP 	grating: autoDraw = False
69.1084 	EXP 	New trial (rep=9, index=0): None
69.1123 	DATA 	Keypress: up
69.1201 	EXP 	polygon: autoDraw = False
69.1201 	EXP 	grating: autoDraw = False
69.1201 	EXP 	grating: ori = 3.0
69.1201 	EXP 	polygon: autoDraw = True
70.1195 	EXP 	polygon: autoDraw = False
70.1195 	EXP 	grating: autoDraw = True
70.4190 	EXP 	grating: autoDraw = False
70.8912 	EXP 	New trial (rep=10, index=0): None
70.8946 	DATA 	Keypress: down
70.9019 	EXP 	polygon: autoDraw = False
70.9019 	EXP 	grating: autoDraw = False
70.9019 	EXP 	grating: ori = 0.0
70.9019 	EXP 	polygon: autoDraw = True
71.9011 	EXP 	polygon: autoDraw = False
71.9011 	EXP 	grating: autoDraw = True
72.2006 	EXP 	grating: autoDraw = False
72.4881 	EXP 	New trial (rep=11, index=0): None
72.4911 	DATA 	Keypress: up
72.5002 	EXP 	polygon: autoDraw = False
72.5002 	EXP 	grating: autoDraw = False
72.5002 	EXP 	grating: ori = 0.0
72.5002 	EXP 	polygon: autoDraw = True
73.4997 	EXP 	polygon: autoDraw = False
73.4997 	EXP 	grating: autoDraw = True
73.7993 	EXP 	grating: autoDraw = False
74.1214 	EXP 	New trial (rep=12, index=0): None
74.1265 	DATA 	Keypress: up
74.1323 	EXP 	polygon: autoDraw = False
74.1323 	EXP 	grating: autoDraw = False
74.1323 	EXP 	grating: ori = 2.0
74.1323 	EXP 	polygon: autoDraw = True
75.1315 	EXP 	polygon: autoDraw = False
75.1315 	EXP 	grating: autoDraw = True
75.4310 	EXP 	grating: autoDraw = False
75.8364 	EXP 	New trial (rep=13, index=0): None
75.8399 	DATA 	Keypress: down
75.8472 	EXP 	polygon: autoDraw = False
75.8472 	EXP 	grating: autoDraw = False
75.8472 	EXP 	grating: ori = 0.0
75.8472 	EXP 	polygon: autoDraw = True
76.8465 	EXP 	polygon: autoDraw = False
76.8465 	EXP 	grating: autoDraw = True
77.1462 	EXP 	grating: autoDraw = False
77.4483 	DATA 	Keypress: up
77.4680 	EXP 	New trial (rep=14, index=0): None
77.4792 	EXP 	polygon: autoDraw = False
77.4792 	EXP 	grating: autoDraw = False
77.4792 	EXP 	grating: ori = 2.0
77.4792 	EXP 	polygon: autoDraw = True
78.4781 	EXP 	polygon: autoDraw = False
78.4781 	EXP 	grating: autoDraw = True
78.7777 	EXP 	grating: autoDraw = False
79.3661 	EXP 	New trial (rep=15, index=0): None
79.3689 	DATA 	Keypress: down
79.3771 	EXP 	polygon: autoDraw = False
79.3771 	EXP 	grating: autoDraw = False
79.3771 	EXP 	grating: ori = 1.0
79.3771 	EXP 	polygon: autoDraw = True
80.3763 	EXP 	grating: autoDraw = True
80.3930 	EXP 	polygon: autoDraw = False
80.6758 	EXP 	grating: autoDraw = False
81.1614 	EXP 	New trial (rep=16, index=0): None
81.1629 	DATA 	Keypress: up
81.1754 	EXP 	polygon: autoDraw = False
81.1754 	EXP 	grating: autoDraw = False
81.1754 	EXP 	grating: ori = -5.0
81.1754 	EXP 	polygon: autoDraw = True
82.1747 	EXP 	polygon: autoDraw = False
82.1747 	EXP 	grating: autoDraw = True
82.4742 	EXP 	grating: autoDraw = False
83.0306 	EXP 	New trial (rep=17, index=0): None
83.0339 	DATA 	Keypress: down
83.0405 	EXP 	polygon: autoDraw = False
83.0405 	EXP 	grating: autoDraw = False
83.0405 	EXP 	grating: ori = 0.0
83.0405 	EXP 	polygon: autoDraw = True
84.0397 	EXP 	polygon: autoDraw = False
84.0397 	EXP 	grating: autoDraw = True
84.3394 	EXP 	grating: autoDraw = False
84.8110 	EXP 	New trial (rep=18, index=0): None
84.8141 	DATA 	Keypress: up
84.8222 	EXP 	polygon: autoDraw = False
84.8222 	EXP 	grating: autoDraw = False
84.8222 	EXP 	grating: ori = 2.0
84.8222 	EXP 	polygon: autoDraw = True
85.8213 	EXP 	grating: autoDraw = True
85.8380 	EXP 	polygon: autoDraw = False
86.1209 	EXP 	grating: autoDraw = False
87.1087 	EXP 	New trial (rep=19, index=0): None
87.1124 	DATA 	Keypress: up
87.1202 	EXP 	polygon: autoDraw = False
87.1202 	EXP 	grating: autoDraw = False
87.1202 	EXP 	grating: ori = 4.0
87.1202 	EXP 	polygon: autoDraw = True
88.1193 	EXP 	polygon: autoDraw = False
88.1193 	EXP 	grating: autoDraw = True
88.4189 	EXP 	grating: autoDraw = False
88.8212 	EXP 	New trial (rep=20, index=0): None
88.8228 	DATA 	Keypress: down
88.8349 	EXP 	polygon: autoDraw = False
88.8349 	EXP 	grating: autoDraw = False
88.8349 	EXP 	grating: ori = 0.0
88.8349 	EXP 	polygon: autoDraw = True
89.8344 	EXP 	polygon: autoDraw = False
89.8344 	EXP 	grating: autoDraw = True
90.1341 	EXP 	grating: autoDraw = False
90.4864 	EXP 	New trial (rep=21, index=0): None
90.4885 	DATA 	Keypress: up
90.5001 	EXP 	polygon: autoDraw = False
90.5001 	EXP 	grating: autoDraw = False
90.5001 	EXP 	grating: ori = 0.0
90.5001 	EXP 	polygon: autoDraw = True
91.4997 	EXP 	polygon: autoDraw = False
91.4997 	EXP 	grating: autoDraw = True
91.7991 	EXP 	grating: autoDraw = False
92.1205 	EXP 	New trial (rep=22, index=0): None
92.1243 	DATA 	Keypress: up
92.1320 	EXP 	polygon: autoDraw = False
92.1320 	EXP 	grating: autoDraw = False
92.1320 	EXP 	grating: ori = 0.0
92.1320 	EXP 	polygon: autoDraw = True
93.1312 	EXP 	polygon: autoDraw = False
93.1312 	EXP 	grating: autoDraw = True
93.4313 	EXP 	grating: autoDraw = False
94.0020 	EXP 	New trial (rep=23, index=0): None
94.0052 	DATA 	Keypress: up
94.0139 	EXP 	polygon: autoDraw = False
94.0139 	EXP 	grating: autoDraw = False
94.0139 	EXP 	grating: ori = 3.0
94.0139 	EXP 	polygon: autoDraw = True
95.0128 	EXP 	polygon: autoDraw = False
95.0128 	EXP 	grating: autoDraw = True
95.3125 	EXP 	grating: autoDraw = False
95.7009 	EXP 	New trial (rep=24, index=0): None
95.7042 	DATA 	Keypress: down
95.7123 	EXP 	polygon: autoDraw = False
95.7123 	EXP 	grating: autoDraw = False
95.7123 	EXP 	grating: ori = 0.0
95.7123 	EXP 	polygon: autoDraw = True
96.7114 	EXP 	grating: autoDraw = True
96.7281 	EXP 	polygon: autoDraw = False
97.0110 	EXP 	grating: autoDraw = False
97.4326 	EXP 	New trial (rep=25, index=0): None
97.4357 	DATA 	Keypress: up
97.4440 	EXP 	polygon: autoDraw = False
97.4440 	EXP 	grating: autoDraw = False
97.4440 	EXP 	grating: ori = -3.0
97.4440 	EXP 	polygon: autoDraw = True
98.4432 	EXP 	grating: autoDraw = True
98.4598 	EXP 	polygon: autoDraw = False
98.7425 	EXP 	grating: autoDraw = False
99.7278 	DATA 	Keypress: down
99.7467 	EXP 	New trial (rep=26, index=0): None
99.7582 	EXP 	polygon: autoDraw = False
99.7582 	EXP 	grating: autoDraw = False
99.7582 	EXP 	grating: ori = 0.0
99.7582 	EXP 	polygon: autoDraw = True
100.7575 	EXP 	polygon: autoDraw = False
100.7575 	EXP 	grating: autoDraw = True
101.0573 	EXP 	grating: autoDraw = False
101.3789 	EXP 	New trial (rep=27, index=0): None
101.3822 	DATA 	Keypress: up
101.3901 	EXP 	polygon: autoDraw = False
101.3901 	EXP 	grating: autoDraw = False
101.3901 	EXP 	grating: ori = 4.0
101.3901 	EXP 	polygon: autoDraw = True
102.3896 	EXP 	polygon: autoDraw = False
102.3896 	EXP 	grating: autoDraw = True
102.6890 	EXP 	grating: autoDraw = False
103.1108 	EXP 	New trial (rep=28, index=0): None
103.1145 	DATA 	Keypress: down
103.1219 	EXP 	polygon: autoDraw = False
103.1219 	EXP 	grating: autoDraw = False
103.1219 	EXP 	grating: ori = 3.0
103.1219 	EXP 	polygon: autoDraw = True
104.1211 	EXP 	polygon: autoDraw = False
104.1211 	EXP 	grating: autoDraw = True
104.4206 	EXP 	grating: autoDraw = False
105.5892 	DATA 	Keypress: down
105.6078 	EXP 	New trial (rep=29, index=0): None
105.6199 	EXP 	polygon: autoDraw = False
105.6199 	EXP 	grating: autoDraw = False
105.6199 	EXP 	grating: ori = 0.0
105.6199 	EXP 	polygon: autoDraw = True
106.6187 	EXP 	grating: autoDraw = True
106.6356 	EXP 	polygon: autoDraw = False
106.9183 	EXP 	grating: autoDraw = False
107.0541 	DATA 	Keypress: up
107.0738 	EXP 	New trial (rep=30, index=0): None
107.0849 	EXP 	polygon: autoDraw = False
107.0849 	EXP 	grating: autoDraw = False
107.0849 	EXP 	grating: ori = 3.0
107.0849 	EXP 	polygon: autoDraw = True
108.0838 	EXP 	polygon: autoDraw = False
108.0838 	EXP 	grating: autoDraw = True
108.3836 	EXP 	grating: autoDraw = False
108.6865 	DATA 	Keypress: down
108.7054 	EXP 	New trial (rep=31, index=0): None
108.7168 	EXP 	polygon: autoDraw = False
108.7168 	EXP 	grating: autoDraw = False
108.7168 	EXP 	grating: ori = -5.0
108.7168 	EXP 	polygon: autoDraw = True
109.7160 	EXP 	polygon: autoDraw = False
109.7160 	EXP 	grating: autoDraw = True
110.0154 	EXP 	grating: autoDraw = False
110.4374 	EXP 	New trial (rep=32, index=0): None
110.4405 	DATA 	Keypress: down
110.4485 	EXP 	polygon: autoDraw = False
110.4485 	EXP 	grating: autoDraw = False
110.4485 	EXP 	grating: ori = -3.0
110.4485 	EXP 	polygon: autoDraw = True
111.4480 	EXP 	polygon: autoDraw = False
111.4480 	EXP 	grating: autoDraw = True
111.7472 	EXP 	grating: autoDraw = False
112.1692 	EXP 	New trial (rep=33, index=0): None
112.1724 	DATA 	Keypress: down
112.1803 	EXP 	polygon: autoDraw = False
112.1803 	EXP 	grating: autoDraw = False
112.1803 	EXP 	grating: ori = 3.0
112.1803 	EXP 	polygon: autoDraw = True
113.1795 	EXP 	grating: autoDraw = True
113.1961 	EXP 	polygon: autoDraw = False
113.4789 	EXP 	grating: autoDraw = False
113.9172 	EXP 	New trial (rep=34, index=0): None
113.9203 	DATA 	Keypress: down
113.9286 	EXP 	polygon: autoDraw = False
113.9286 	EXP 	grating: autoDraw = False
113.9286 	EXP 	grating: ori = 0.0
113.9286 	EXP 	polygon: autoDraw = True
114.9279 	EXP 	polygon: autoDraw = False
114.9279 	EXP 	grating: autoDraw = True
115.2273 	EXP 	grating: autoDraw = False
115.4331 	EXP 	New trial (rep=35, index=0): None
115.4363 	DATA 	Keypress: up
115.4439 	EXP 	polygon: autoDraw = False
115.4439 	EXP 	grating: autoDraw = False
115.4439 	EXP 	grating: ori = 0.0
115.4439 	EXP 	polygon: autoDraw = True
116.4430 	EXP 	polygon: autoDraw = False
116.4430 	EXP 	grating: autoDraw = True
116.7427 	EXP 	grating: autoDraw = False
117.2142 	EXP 	New trial (rep=36, index=0): None
117.2173 	DATA 	Keypress: up
117.2256 	EXP 	polygon: autoDraw = False
117.2256 	EXP 	grating: autoDraw = False
117.2256 	EXP 	grating: ori = 3.0
117.2256 	EXP 	polygon: autoDraw = True
118.2248 	EXP 	grating: autoDraw = True
118.2415 	EXP 	polygon: autoDraw = False
118.5242 	EXP 	grating: autoDraw = False
118.8929 	DATA 	Keypress: down
118.9126 	EXP 	New trial (rep=37, index=0): None
118.9240 	EXP 	polygon: autoDraw = False
118.9240 	EXP 	grating: autoDraw = False
118.9240 	EXP 	grating: ori = -5.0
118.9240 	EXP 	polygon: autoDraw = True
119.9231 	EXP 	grating: autoDraw = True
119.9397 	EXP 	polygon: autoDraw = False
120.2229 	EXP 	grating: autoDraw = False
120.5625 	EXP 	New trial (rep=38, index=0): None
120.5668 	DATA 	Keypress: down
120.5723 	EXP 	polygon: autoDraw = False
120.5723 	EXP 	grating: autoDraw = False
120.5723 	EXP 	grating: ori = 1.0
120.5723 	EXP 	polygon: autoDraw = True
121.5714 	EXP 	polygon: autoDraw = False
121.5714 	EXP 	grating: autoDraw = True
121.8712 	EXP 	grating: autoDraw = False
122.4595 	EXP 	New trial (rep=39, index=0): None
122.4627 	DATA 	Keypress: up
122.4708 	EXP 	polygon: autoDraw = False
122.4708 	EXP 	grating: autoDraw = False
122.4708 	EXP 	grating: ori = 0.0
122.4708 	EXP 	polygon: autoDraw = True
123.4699 	EXP 	grating: autoDraw = True
123.4866 	EXP 	polygon: autoDraw = False
123.7693 	EXP 	grating: autoDraw = False
124.0245 	EXP 	New trial (rep=40, index=0): None
124.0312 	DATA 	Keypress: up
124.0359 	EXP 	polygon: autoDraw = False
124.0359 	EXP 	grating: autoDraw = False
124.0359 	EXP 	grating: ori = 0.0
124.0359 	EXP 	polygon: autoDraw = True
125.0352 	EXP 	grating: autoDraw = True
125.0517 	EXP 	polygon: autoDraw = False
125.3343 	EXP 	grating: autoDraw = False
125.6227 	EXP 	New trial (rep=41, index=0): None
125.6259 	DATA 	Keypress: up
125.6340 	EXP 	polygon: autoDraw = False
125.6340 	EXP 	grating: autoDraw = False
125.6340 	EXP 	grating: ori = 0.0
125.6340 	EXP 	polygon: autoDraw = True
126.6334 	EXP 	polygon: autoDraw = False
126.6334 	EXP 	grating: autoDraw = True
126.9329 	EXP 	grating: autoDraw = False
127.2712 	EXP 	New trial (rep=42, index=0): None
127.2743 	DATA 	Keypress: up
127.2828 	EXP 	polygon: autoDraw = False
127.2828 	EXP 	grating: autoDraw = False
127.2828 	EXP 	grating: ori = 0.0
127.2828 	EXP 	polygon: autoDraw = True
128.2819 	EXP 	polygon: autoDraw = False
128.2819 	EXP 	grating: autoDraw = True
128.5822 	EXP 	grating: autoDraw = False
128.9042 	EXP 	New trial (rep=43, index=0): None
128.9075 	DATA 	Keypress: up
128.9148 	EXP 	polygon: autoDraw = False
128.9148 	EXP 	grating: autoDraw = False
128.9148 	EXP 	grating: ori = -2.0
128.9148 	EXP 	polygon: autoDraw = True
129.9140 	EXP 	grating: autoDraw = True
129.9304 	EXP 	polygon: autoDraw = False
130.2135 	EXP 	grating: autoDraw = False
130.4685 	EXP 	New trial (rep=44, index=0): None
130.4724 	DATA 	Keypress: down
130.4800 	EXP 	polygon: autoDraw = False
130.4800 	EXP 	grating: autoDraw = False
130.4800 	EXP 	grating: ori = 3.0
130.4800 	EXP 	polygon: autoDraw = True
131.4790 	EXP 	polygon: autoDraw = False
131.4790 	EXP 	grating: autoDraw = True
131.7788 	EXP 	grating: autoDraw = False
132.1006 	EXP 	New trial (rep=45, index=0): None
132.1038 	DATA 	Keypress: down
132.1116 	EXP 	polygon: autoDraw = False
132.1116 	EXP 	grating: autoDraw = False
132.1116 	EXP 	grating: ori = 1.0
132.1116 	EXP 	polygon: autoDraw = True
133.1109 	EXP 	polygon: autoDraw = False
133.1109 	EXP 	grating: autoDraw = True
133.4105 	EXP 	grating: autoDraw = False
133.6826 	EXP 	New trial (rep=46, index=0): None
133.6857 	DATA 	Keypress: up
133.6940 	EXP 	polygon: autoDraw = False
133.6940 	EXP 	grating: autoDraw = False
133.6940 	EXP 	grating: ori = -5.0
133.6940 	EXP 	polygon: autoDraw = True
134.6927 	EXP 	grating: autoDraw = True
134.7093 	EXP 	polygon: autoDraw = False
134.9925 	EXP 	grating: autoDraw = False
135.3981 	EXP 	New trial (rep=47, index=0): None
135.4015 	DATA 	Keypress: down
135.4086 	EXP 	polygon: autoDraw = False
135.4086 	EXP 	grating: autoDraw = False
135.4086 	EXP 	grating: ori = 4.0
135.4086 	EXP 	polygon: autoDraw = True
136.4079 	EXP 	polygon: autoDraw = False
136.4079 	EXP 	grating: autoDraw = True
136.7076 	EXP 	grating: autoDraw = False
137.2289 	EXP 	New trial (rep=48, index=0): None
137.2321 	DATA 	Keypress: down
137.2406 	EXP 	polygon: autoDraw = False
137.2406 	EXP 	grating: autoDraw = False
137.2406 	EXP 	grating: ori = 0.0
137.2406 	EXP 	polygon: autoDraw = True
138.2394 	EXP 	grating: autoDraw = True
138.2560 	EXP 	polygon: autoDraw = False
138.5392 	EXP 	grating: autoDraw = False
138.8775 	EXP 	New trial (rep=49, index=0): None
138.8807 	DATA 	Keypress: up
138.8890 	EXP 	polygon: autoDraw = False
138.8890 	EXP 	grating: autoDraw = False
138.8890 	EXP 	grating: ori = 0.0
138.8890 	EXP 	polygon: autoDraw = True
139.8879 	EXP 	grating: autoDraw = True
139.9046 	EXP 	polygon: autoDraw = False
140.1877 	EXP 	grating: autoDraw = False
140.4425 	EXP 	New trial (rep=50, index=0): None
140.4457 	DATA 	Keypress: up
140.4540 	EXP 	polygon: autoDraw = False
140.4540 	EXP 	grating: autoDraw = False
140.4540 	EXP 	grating: ori = -3.0
140.4540 	EXP 	polygon: autoDraw = True
141.4532 	EXP 	grating: autoDraw = True
141.4699 	EXP 	polygon: autoDraw = False
141.7528 	EXP 	grating: autoDraw = False
142.1083 	EXP 	New trial (rep=51, index=0): None
142.1114 	DATA 	Keypress: down
142.1190 	EXP 	polygon: autoDraw = False
142.1190 	EXP 	grating: autoDraw = False
142.1190 	EXP 	grating: ori = 0.0
142.1190 	EXP 	polygon: autoDraw = True
143.1184 	EXP 	polygon: autoDraw = False
143.1184 	EXP 	grating: autoDraw = True
143.4179 	EXP 	grating: autoDraw = False
143.8227 	EXP 	New trial (rep=52, index=0): None
143.8260 	DATA 	Keypress: up
143.8342 	EXP 	polygon: autoDraw = False
143.8342 	EXP 	grating: autoDraw = False
143.8342 	EXP 	grating: ori = 0.0
143.8342 	EXP 	polygon: autoDraw = True
144.8335 	EXP 	polygon: autoDraw = False
144.8335 	EXP 	grating: autoDraw = True
145.1330 	EXP 	grating: autoDraw = False
145.5018 	DATA 	Keypress: up
145.5212 	EXP 	New trial (rep=53, index=0): None
145.5326 	EXP 	polygon: autoDraw = False
145.5326 	EXP 	grating: autoDraw = False
145.5326 	EXP 	grating: ori = 0.0
145.5326 	EXP 	polygon: autoDraw = True
146.5317 	EXP 	polygon: autoDraw = False
146.5317 	EXP 	grating: autoDraw = True
146.8313 	EXP 	grating: autoDraw = False
147.2203 	EXP 	New trial (rep=54, index=0): None
147.2237 	DATA 	Keypress: up
147.2310 	EXP 	polygon: autoDraw = False
147.2310 	EXP 	grating: autoDraw = False
147.2310 	EXP 	grating: ori = 0.0
147.2310 	EXP 	polygon: autoDraw = True
148.2301 	EXP 	polygon: autoDraw = False
148.2301 	EXP 	grating: autoDraw = True
148.5297 	EXP 	grating: autoDraw = False
149.6511 	EXP 	New trial (rep=55, index=0): None
149.6543 	DATA 	Keypress: down
149.6621 	EXP 	polygon: autoDraw = False
149.6621 	EXP 	grating: autoDraw = False
149.6621 	EXP 	grating: ori = -3.0
149.6621 	EXP 	polygon: autoDraw = True
150.6612 	EXP 	polygon: autoDraw = False
150.6612 	EXP 	grating: autoDraw = True
150.9608 	EXP 	grating: autoDraw = False
151.3162 	EXP 	New trial (rep=56, index=0): None
151.3194 	DATA 	Keypress: down
151.3273 	EXP 	polygon: autoDraw = False
151.3273 	EXP 	grating: autoDraw = False
151.3273 	EXP 	grating: ori = 0.0
151.3273 	EXP 	polygon: autoDraw = True
152.3265 	EXP 	polygon: autoDraw = False
152.3265 	EXP 	grating: autoDraw = True
152.6261 	EXP 	grating: autoDraw = False
152.9309 	EXP 	New trial (rep=57, index=0): None
152.9344 	DATA 	Keypress: up
152.9424 	EXP 	polygon: autoDraw = False
152.9424 	EXP 	grating: autoDraw = False
152.9424 	EXP 	grating: ori = 0.0
152.9424 	EXP 	polygon: autoDraw = True
153.9415 	EXP 	grating: autoDraw = True
153.9582 	EXP 	polygon: autoDraw = False
154.2410 	EXP 	grating: autoDraw = False
154.5792 	EXP 	New trial (rep=58, index=0): None
154.5827 	DATA 	Keypress: up
154.5907 	EXP 	polygon: autoDraw = False
154.5907 	EXP 	grating: autoDraw = False
154.5907 	EXP 	grating: ori = -2.0
154.5907 	EXP 	polygon: autoDraw = True
155.5905 	EXP 	polygon: autoDraw = False
155.5905 	EXP 	grating: autoDraw = True
155.8896 	EXP 	grating: autoDraw = False
156.3282 	EXP 	New trial (rep=59, index=0): None
156.3314 	DATA 	Keypress: down
156.3392 	EXP 	polygon: autoDraw = False
156.3392 	EXP 	grating: autoDraw = False
156.3392 	EXP 	grating: ori = 0.0
156.3392 	EXP 	polygon: autoDraw = True
157.3383 	EXP 	grating: autoDraw = True
157.3552 	EXP 	polygon: autoDraw = False
157.6380 	EXP 	grating: autoDraw = False
158.1427 	EXP 	New trial (rep=60, index=0): None
158.1462 	DATA 	Keypress: up
158.1542 	EXP 	polygon: autoDraw = False
158.1542 	EXP 	grating: autoDraw = False
158.1542 	EXP 	grating: ori = -2.0
158.1542 	EXP 	polygon: autoDraw = True
159.1534 	EXP 	polygon: autoDraw = False
159.1534 	EXP 	grating: autoDraw = True
159.4530 	EXP 	grating: autoDraw = False
160.3717 	DATA 	Keypress: up
160.3915 	EXP 	New trial (rep=61, index=0): None
160.4023 	EXP 	polygon: autoDraw = False
160.4023 	EXP 	grating: autoDraw = False
160.4023 	EXP 	grating: ori = 0.0
160.4023 	EXP 	polygon: autoDraw = True
161.4012 	EXP 	grating: autoDraw = True
161.4178 	EXP 	polygon: autoDraw = False
161.7009 	EXP 	grating: autoDraw = False
162.0400 	EXP 	New trial (rep=62, index=0): None
162.0435 	DATA 	Keypress: up
162.0506 	EXP 	polygon: autoDraw = False
162.0506 	EXP 	grating: autoDraw = False
162.0506 	EXP 	grating: ori = -5.0
162.0506 	EXP 	polygon: autoDraw = True
163.0498 	EXP 	grating: autoDraw = True
