pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
150,v,,,,,5,2,22,1,233.26392679999117,234.26286730001448,234.26286730001448,234.26286730001448,234.26286730001448,234.26286730001448,235.26189480000176,235.26189480000176,v,1,0.4124322999850847,testrun4,001,2022-09-30_10h58.43.546,T4,2022.2.2,60.052774377987404,
-50,x,,,,,5,3,23,0,235.69491970000672,236.6939948000072,236.6939948000072,236.6939948000072,236.6939948000072,236.6939948000072,237.69290359999286,237.69290359999286,x,1,0.3885219000221696,testrun4,001,2022-09-30_10h58.43.546,T4,2022.2.2,60.052774377987404,
-150,z,,,,,6,0,24,3,238.10905450000428,239.10822399999597,239.10822399999597,239.10822399999597,239.10822399999597,239.10822399999597,240.10728070000187,240.10728070000187,z,1,0.4506526000041049,testrun4,001,2022-09-30_10h58.43.546,T4,2022.2.2,60.052774377987404,
-150,z,,,,,6,1,25,3,240.59047719999216,241.58927670001867,241.58927670001867,241.58927670001867,241.58927670001867,241.60604380001314,242.58837020001374,242.58837020001374,x,0,0.33985170000232756,testrun4,001,2022-09-30_10h58.43.546,T4,2022.2.2,60.052774377987404,
-50,x,,,,,6,2,26,0,242.95499260001816,243.95391330000712,243.95391330000712,243.95391330000712,243.95391330000712,243.95391330000712,244.95309429999907,244.95309429999907,x,1,0.5181942000053823,testrun4,001,2022-09-30_10h58.43.546,T4,2022.2.2,60.052774377987404,
50,c,,,,,6,3,27,2,245.50259990000632,246.50168960000155,246.50168960000155,246.50168960000155,246.50168960000155,246.51837030000752,247.50069929999881,247.50069929999881,c,1,0.4175463999854401,testrun4,001,2022-09-30_10h58.43.546,T4,2022.2.2,60.052774377987404,
50,c,,,,,7,0,28,2,247.95028849999653,248.94938569999067,248.94938569999067,248.94938569999067,248.94938569999067,248.9660656999913,249.94810239999788,249.94810239999788,c,1,0.5383163000224158,testrun4,001,2022-09-30_10h58.43.546,T4,2022.2.2,60.052774377987404,
150,v,,,,,7,1,29,1,250.5147236000048,251.5136438999907,251.5136438999907,251.5136438999907,251.5136438999907,251.5303300000087,252.5126542999933,252.5126542999933,v,1,0.48178900001221336,testrun4,001,2022-09-30_10h58.43.546,T4,2022.2.2,60.052774377987404,
-150,z,,,,,7,2,30,3,253.01212120000855,254.011118800001,254.011118800001,254.011118800001,254.011118800001,254.011118800001,255.01044080001884,255.01044080001884,z,1,0.4362093000090681,testrun4,001,2022-09-30_10h58.43.546,T4,2022.2.2,60.052774377987404,
150,v,,,,,7,3,31,1,255.4765718000126,256.4755584000086,256.4755584000086,256.4755584000086,256.4755584000086,256.4755584000086,257.4747849999985,257.4747849999985,v,1,0.43604560001404025,testrun4,001,2022-09-30_10h58.43.546,T4,2022.2.2,60.052774377987404,
-50,x,,,,,8,0,32,0,257.9410312999971,258.93997460001265,258.93997460001265,258.93997460001265,258.93997460001265,258.93997460001265,259.938996700017,259.938996700017,x,1,0.8881692000140902,testrun4,001,2022-09-30_10h58.43.546,T4,2022.2.2,60.052774377987404,
150,v,,,,,8,1,33,1,260.8551371000067,261.8540564000141,261.8540564000141,261.8540564000141,261.8540564000141,261.87071920000017,262.85295540001243,262.85295540001243,v,1,0.4259036000003107,testrun4,001,2022-09-30_10h58.43.546,T4,2022.2.2,60.052774377987404,
-50,x,,,,,8,2,34,0,263.3026009000023,264.3018630000006,264.3018630000006,264.3018630000006,264.3018630000006,264.3018630000006,265.3006116000179,265.3006116000179,x,1,0.6417757000017446,testrun4,001,2022-09-30_10h58.43.546,T4,2022.2.2,60.052774377987404,
-150,z,,,,,8,3,35,3,265.966791999992,266.9661205000011,266.9661205000011,266.9661205000011,266.9661205000011,266.9661205000011,267.9648026000068,267.9648026000068,z,1,0.6438174000068102,testrun4,001,2022-09-30_10h58.43.546,T4,2022.2.2,60.052774377987404,
50,c,,,,,9,0,36,2,268.6310397000052,269.63029940001434,269.63029940001434,269.63029940001434,269.63029940001434,269.63029940001434,270.62908519999473,270.62908519999473,c,1,0.44105550000676885,testrun4,001,2022-09-30_10h58.43.546,T4,2022.2.2,60.052774377987404,
-150,z,,,,,9,1,37,3,271.0950824000174,272.0940864000004,272.0940864000004,272.0940864000004,272.0940864000004,272.0940864000004,273.09357960001216,273.09357960001216,z,1,0.5816662000142969,testrun4,001,2022-09-30_10h58.43.546,T4,2022.2.2,60.052774377987404,
50,c,,,,,9,2,38,2,273.6929269999964,274.69243170000846,274.69243170000846,274.69243170000846,274.69243170000846,274.69243170000846,275.6912541000056,275.6912541000056,c,1,1.0428667000087444,testrun4,001,2022-09-30_10h58.43.546,T4,2022.2.2,60.052774377987404,
-50,x,,,,,9,3,39,0,276.75679330001003,277.75591100001475,277.75591100001475,277.75591100001475,277.75591100001475,277.75591100001475,278.75501870000153,278.75501870000153,x,1,0.5158537999959663,testrun4,001,2022-09-30_10h58.43.546,T4,2022.2.2,60.052774377987404,
-50,x,,,,,10,0,40,0,279.2874840000004,280.26986669999314,280.26986669999314,280.26986669999314,280.26986669999314,280.2863958000089,281.28552140001557,281.28552140001557,x,1,0.49387440001009963,testrun4,001,2022-09-30_10h58.43.546,T4,2022.2.2,60.052774377987404,
150,v,,,,,10,1,41,1,281.8020364000113,282.80120960000204,282.80120960000204,282.80120960000204,282.80120960000204,282.80120960000204,283.80011260000174,283.80011260000174,v,1,0.4708649000094738,testrun4,001,2022-09-30_10h58.43.546,T4,2022.2.2,60.052774377987404,
-150,z,,,,,10,2,42,3,284.30028049999964,285.2990034999966,285.2990034999966,285.2990034999966,285.2990034999966,285.31553580000764,286.29811619999236,286.29811619999236,z,1,0.5263494000246283,testrun4,001,2022-09-30_10h58.43.546,T4,2022.2.2,60.052774377987404,
50,c,,,,,10,3,43,2,286.8473843999964,287.8465347000165,287.8465347000165,287.8465347000165,287.8465347000165,287.8465347000165,288.8453446000058,288.8453446000058,c,1,1.083926799998153,testrun4,001,2022-09-30_10h58.43.546,T4,2022.2.2,60.052774377987404,
50,c,,,,,11,0,44,2,289.96130500000436,290.9602628000139,290.9602628000139,290.9602628000139,290.9602628000139,290.9767758999951,291.9595137000142,291.9595137000142,c,1,0.34710139999515377,testrun4,001,2022-09-30_10h58.43.546,T4,2022.2.2,60.052774377987404,
-150,z,,,,,11,1,45,3,292.32577749999473,293.3247789000161,293.3247789000161,293.3247789000161,293.3247789000161,293.3247789000161,294.3238535000128,294.3238535000128,z,1,0.7191403999750037,testrun4,001,2022-09-30_10h58.43.546,T4,2022.2.2,60.052774377987404,
-150,z,,,,,11,2,46,3,295.0730045000091,296.072116299998,296.072116299998,296.072116299998,296.072116299998,296.072116299998,297.0710457999958,297.0710457999958,z,1,0.5581837999925483,testrun4,001,2022-09-30_10h58.43.546,T4,2022.2.2,60.052774377987404,
-50,x,,,,,11,3,47,0,297.65397620000294,298.6531382999965,298.6531382999965,298.6531382999965,298.6531382999965,298.6531382999965,299.65217519999715,299.65217519999715,x,1,0.573316199996043,testrun4,001,2022-09-30_10h58.43.546,T4,2022.2.2,60.052774377987404,
