delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,polygon.started,key_resp.started,fixation.stopped,key_resp.keys,key_resp.rt,sound_1.started,text.started,textbox.started,button.started,textbox.text,button.numClicks,button.timesOn,button.timesOff,sound_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.4,1000,exp,0,10,10,4,127.97899910000342,128.97808950000035,128.97808950000035,128.994702400003,space,0.7318584999957238,130.1267440000025,130.4292217000002,130.4292217000002,130.4292217000002,350,11,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761]",130.4292217000002,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.7,400,unexp,0,11,11,2,133.9900383000022,134.98919520000345,134.98919520000345,135.0058072000029,space,0.5713967999981833,136.2876654000007,136.58955810000043,136.58955810000043,136.58955810000043,200,12,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857]",136.58955810000043,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.4,1000,exp,1,0,12,7,142.59876470000017,143.59782390000328,143.59782390000328,143.59782390000328,space,0.7689450999969267,144.79632810000257,145.09644710000066,145.09644710000066,145.09644710000066,120,13,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588]",,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.1,1000,exp,1,1,13,6,151.35712670000066,152.35639750000337,152.35639750000337,152.35639750000337,space,0.9817495999996027,153.4550169000009,153.75657790000332,153.75657790000332,153.75657790000332,250,14,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081]",,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.7,1000,exp,1,2,14,5,160.5655386000035,161.56457050000245,161.56457050000245,161.58154150000337,space,0.7599980999984837,163.04651320000048,163.34615790000316,163.34615790000316,163.34615790000316,400,15,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933]",,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.1,1000,exp,1,3,15,9,166.97603920000256,167.97509520000312,167.97509520000312,167.99193180000293,space,0.719336199999816,168.82422500000175,169.12415070000134,169.12415070000134,169.12415070000134,200,16,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345]",,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.7,1000,exp,1,4,16,8,174.53605730000345,175.5350438000023,175.5350438000023,175.55158890000166,space,2.1107095000006666,178.36527800000258,178.66685150000194,178.66685150000194,178.66685150000194,250,17,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344, 5.459218399999372]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345, 5.4592241999998805]",178.66685150000194,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.4,400,unexp,1,5,17,1,184.12678720000258,185.1261465000025,185.1261465000025,185.14262950000193,space,0.9555901999956404,186.50777340000204,186.80789920000097,186.80789920000097,186.80789920000097,150,18,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344, 5.459218399999372, 7.458298800000193]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345, 5.4592241999998805, 7.458308899997064]",,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.1,1000,exp,1,6,18,3,194.26759460000176,195.26638020000246,195.26638020000246,195.2829776000035,space,0.672514299996692,196.06540820000154,196.3685989000005,196.3685989000005,196.3685989000005,250,19,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344, 5.459218399999372, 7.458298800000193, 5.626578100000188]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345, 5.4592241999998805, 7.458308899997064, 5.626585400001204]",,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.7,1000,exp,1,7,19,11,201.99380480000036,202.9928635000033,202.9928635000033,203.00959130000047,space,1.8504648999987694,205.57354450000057,205.87490490000346,205.87490490000346,205.87490490000346,350,20,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344, 5.459218399999372, 7.458298800000193, 5.626578100000188, 3.511324399998557]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345, 5.4592241999998805, 7.458308899997064, 5.626585400001204, 3.511330099998304]",,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.4,1000,exp,1,8,20,4,209.38695400000142,210.38613060000353,210.38613060000353,210.4026683000011,space,1.0867945999962103,211.9009058000025,212.20401070000298,212.20401070000298,212.20401070000298,300,21,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344, 5.459218399999372, 7.458298800000193, 5.626578100000188, 3.511324399998557, 3.079325200000312]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345, 5.4592241999998805, 7.458308899997064, 5.626585400001204, 3.511330099998304, 3.079333099998621]",212.20401070000298,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.1,400,unexp,1,9,21,0,215.2815967000024,216.2807517000001,216.2807517000001,216.2807517000001,space,1.76896719999786,218.17851850000224,218.48148680000304,218.48148680000304,218.48148680000304,270,22,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344, 5.459218399999372, 7.458298800000193, 5.626578100000188, 3.511324399998557, 3.079325200000312, 6.058932100000675]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345, 5.4592241999998805, 7.458308899997064, 5.626585400001204, 3.511330099998304, 3.079333099998621, 6.058940300001268]",,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.4,1000,exp,1,10,22,10,224.53962580000007,225.53885870000158,225.53885870000158,225.55568370000037,space,0.7043447999967611,226.67071700000233,226.97083000000202,226.97083000000202,226.97083000000202,380,23,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344, 5.459218399999372, 7.458298800000193, 5.626578100000188, 3.511324399998557, 3.079325200000312, 6.058932100000675, 8.858124900001712]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345, 5.4592241999998805, 7.458308899997064, 5.626585400001204, 3.511330099998304, 3.079333099998621, 6.058940300001268, 8.858135200000106]",,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.7,400,unexp,1,11,23,2,235.82905510000273,236.82837030000155,236.82837030000155,236.82837030000155,space,0.8285615999993752,238.3765201000002,238.67685560000245,238.67685560000245,238.67685560000245,260,24,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344, 5.459218399999372, 7.458298800000193, 5.626578100000188, 3.511324399998557, 3.079325200000312, 6.058932100000675, 8.858124900001712, 4.927632200000517]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345, 5.4592241999998805, 7.458308899997064, 5.626585400001204, 3.511330099998304, 3.079333099998621, 6.058940300001268, 8.858135200000106, 4.927641400001448]",238.67685560000245,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.1,400,unexp,2,0,24,0,243.60544830000072,244.6044557000023,244.6044557000023,244.6210411000029,space,0.6229311999995844,245.3531209000008,245.65866860000096,245.65866860000096,245.65866860000096,200,25,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344, 5.459218399999372, 7.458298800000193, 5.626578100000188, 3.511324399998557, 3.079325200000312, 6.058932100000675, 8.858124900001712, 4.927632200000517, 5.410349199999473]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345, 5.4592241999998805, 7.458308899997064, 5.626585400001204, 3.511330099998304, 3.079333099998621, 6.058940300001268, 8.858135200000106, 4.927641400001448, 5.410356500000489]",245.65866860000096,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.1,1000,exp,2,1,25,3,251.06510400000116,252.06446860000142,252.06446860000142,252.0807676000004,space,0.6544018999993568,252.84628570000277,253.14627490000203,253.14627490000203,253.14627490000203,360,26,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344, 5.459218399999372, 7.458298800000193, 5.626578100000188, 3.511324399998557, 3.079325200000312, 6.058932100000675, 8.858124900001712, 4.927632200000517, 5.410349199999473, 5.0606537999992725]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345, 5.4592241999998805, 7.458308899997064, 5.626585400001204, 3.511330099998304, 3.079333099998621, 6.058940300001268, 8.858135200000106, 4.927641400001448, 5.410356500000489, 5.060661600000458]",253.14627490000203,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.7,1000,exp,2,2,26,5,258.20842710000215,259.2076804000026,259.2076804000026,259.2243243000012,space,0.6687271999981022,260.6061083000037,260.9067705000016,260.9067705000016,260.9067705000016,350,27,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344, 5.459218399999372, 7.458298800000193, 5.626578100000188, 3.511324399998557, 3.079325200000312, 6.058932100000675, 8.858124900001712, 4.927632200000517, 5.410349199999473, 5.0606537999992725, 5.076500600000145]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345, 5.4592241999998805, 7.458308899997064, 5.626585400001204, 3.511330099998304, 3.079333099998621, 6.058940300001268, 8.858135200000106, 4.927641400001448, 5.410356500000489, 5.060661600000458, 5.076507499998115]",,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.7,400,unexp,2,3,27,2,265.98484270000336,266.9836807000029,266.9836807000029,267.00044710000293,space,0.6060575000010431,268.3154621000009,268.6177924000003,268.6177924000003,268.6177924000003,280,28,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344, 5.459218399999372, 7.458298800000193, 5.626578100000188, 3.511324399998557, 3.079325200000312, 6.058932100000675, 8.858124900001712, 4.927632200000517, 5.410349199999473, 5.0606537999992725, 5.076500600000145, 10.221638899998652]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345, 5.4592241999998805, 7.458308899997064, 5.626585400001204, 3.511330099998304, 3.079333099998621, 6.058940300001268, 8.858135200000106, 4.927641400001448, 5.410356500000489, 5.060661600000458, 5.076507499998115, 10.221647499998653]",268.6177924000003,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.1,1000,exp,2,4,28,9,278.8395174000034,279.8384965000005,279.8384965000005,279.8551391000001,space,0.7126316999965638,280.670674300001,280.97091440000077,280.97091440000077,280.97091440000077,360,29,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344, 5.459218399999372, 7.458298800000193, 5.626578100000188, 3.511324399998557, 3.079325200000312, 6.058932100000675, 8.858124900001712, 4.927632200000517, 5.410349199999473, 5.0606537999992725, 5.076500600000145, 10.221638899998652, 5.11038919999919]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345, 5.4592241999998805, 7.458308899997064, 5.626585400001204, 3.511330099998304, 3.079333099998621, 6.058940300001268, 8.858135200000106, 4.927641400001448, 5.410356500000489, 5.060661600000458, 5.076507499998115, 10.221647499998653, 5.110397399999783]",,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.1,1000,exp,2,5,29,6,286.0827900000004,287.0817556000002,287.0817556000002,287.09829340000215,space,1.0921355999998923,288.29724190000127,288.5980199000005,288.5980199000005,288.5980199000005,340,30,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344, 5.459218399999372, 7.458298800000193, 5.626578100000188, 3.511324399998557, 3.079325200000312, 6.058932100000675, 8.858124900001712, 4.927632200000517, 5.410349199999473, 5.0606537999992725, 5.076500600000145, 10.221638899998652, 5.11038919999919, 2.030213800000638]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345, 5.4592241999998805, 7.458308899997064, 5.626585400001204, 3.511330099998304, 3.079333099998621, 6.058940300001268, 8.858135200000106, 4.927641400001448, 5.410356500000489, 5.060661600000458, 5.076507499998115, 10.221647499998653, 5.110397399999783, 2.0302220999983547]",288.5980199000005,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
