delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,polygon.started,key_resp.started,fixation.stopped,key_resp.keys,key_resp.rt,sound_1.started,text.started,textbox.started,button.started,textbox.text,button.numClicks,button.timesOn,button.timesOff,sound_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.1,1000,exp,3,7,43,9,383.2260384000001,384.2252929000024,384.2252929000024,384.24207840000236,space,0.6682675000010931,385.0241542000018,385.3271256000007,385.3271256000007,385.3271256000007,350,44,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344, 5.459218399999372, 7.458298800000193, 5.626578100000188, 3.511324399998557, 3.079325200000312, 6.058932100000675, 8.858124900001712, 4.927632200000517, 5.410349199999473, 5.0606537999992725, 5.076500600000145, 10.221638899998652, 5.11038919999919, 2.030213800000638, 4.911071999998967, 4.895724900001369, 4.894458700000541, 3.313008599998284, 3.8115784999972675, 4.344585799997731, 5.393896099998528, 2.729768299999705, 5.093620499999815, 2.9788595999998506, 3.395211899998685, 4.311087199999747, 8.340669799999887, 6.925120299998525]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345, 5.4592241999998805, 7.458308899997064, 5.626585400001204, 3.511330099998304, 3.079333099998621, 6.058940300001268, 8.858135200000106, 4.927641400001448, 5.410356500000489, 5.060661600000458, 5.076507499998115, 10.221647499998653, 5.110397399999783, 2.0302220999983547, 4.911079800000152, 4.895737399998325, 4.894466699999612, 3.313017199998285, 3.811585199997353, 4.3445969999993395, 5.393904399999883, 2.729776400003175, 5.093627199999901, 2.978864500000782, 3.395219800000632, 4.31109590000051, 8.340679899996758, 6.92512749999878]",385.3271256000007,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.4,1000,exp,3,8,44,4,392.25129570000354,393.2505736000021,393.2505736000021,393.26683330000014,space,1.0605821999997715,394.731699900001,395.0330066000024,395.0330066000024,395.0330066000024,360,45,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344, 5.459218399999372, 7.458298800000193, 5.626578100000188, 3.511324399998557, 3.079325200000312, 6.058932100000675, 8.858124900001712, 4.927632200000517, 5.410349199999473, 5.0606537999992725, 5.076500600000145, 10.221638899998652, 5.11038919999919, 2.030213800000638, 4.911071999998967, 4.895724900001369, 4.894458700000541, 3.313008599998284, 3.8115784999972675, 4.344585799997731, 5.393896099998528, 2.729768299999705, 5.093620499999815, 2.9788595999998506, 3.395211899998685, 4.311087199999747, 8.340669799999887, 6.925120299998525, 7.025187899998855]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345, 5.4592241999998805, 7.458308899997064, 5.626585400001204, 3.511330099998304, 3.079333099998621, 6.058940300001268, 8.858135200000106, 4.927641400001448, 5.410356500000489, 5.060661600000458, 5.076507499998115, 10.221647499998653, 5.110397399999783, 2.0302220999983547, 4.911079800000152, 4.895737399998325, 4.894466699999612, 3.313017199998285, 3.811585199997353, 4.3445969999993395, 5.393904399999883, 2.729776400003175, 5.093627199999901, 2.978864500000782, 3.395219800000632, 4.31109590000051, 8.340679899996758, 6.92512749999878, 7.025195800000802]",395.0330066000024,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.1,1000,exp,3,9,45,6,402.0587299000035,403.057814900003,403.057814900003,403.0744423000033,space,0.6145648999990954,403.79020730000195,404.0902505000013,404.0902505000013,404.0902505000013,180,46,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344, 5.459218399999372, 7.458298800000193, 5.626578100000188, 3.511324399998557, 3.079325200000312, 6.058932100000675, 8.858124900001712, 4.927632200000517, 5.410349199999473, 5.0606537999992725, 5.076500600000145, 10.221638899998652, 5.11038919999919, 2.030213800000638, 4.911071999998967, 4.895724900001369, 4.894458700000541, 3.313008599998284, 3.8115784999972675, 4.344585799997731, 5.393896099998528, 2.729768299999705, 5.093620499999815, 2.9788595999998506, 3.395211899998685, 4.311087199999747, 8.340669799999887, 6.925120299998525, 7.025187899998855, 5.7105047999975795]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345, 5.4592241999998805, 7.458308899997064, 5.626585400001204, 3.511330099998304, 3.079333099998621, 6.058940300001268, 8.858135200000106, 4.927641400001448, 5.410356500000489, 5.060661600000458, 5.076507499998115, 10.221647499998653, 5.110397399999783, 2.0302220999983547, 4.911079800000152, 4.895737399998325, 4.894466699999612, 3.313017199998285, 3.811585199997353, 4.3445969999993395, 5.393904399999883, 2.729776400003175, 5.093627199999901, 2.978864500000782, 3.395219800000632, 4.31109590000051, 8.340679899996758, 6.92512749999878, 7.025195800000802, 5.710513800000626]",,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.7,400,unexp,3,10,46,2,409.8013307000001,410.8006290000012,410.8006290000012,410.81708730000173,space,0.6089481999988493,412.13228740000125,412.43392420000237,412.43392420000237,412.43392420000237,320,47,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344, 5.459218399999372, 7.458298800000193, 5.626578100000188, 3.511324399998557, 3.079325200000312, 6.058932100000675, 8.858124900001712, 4.927632200000517, 5.410349199999473, 5.0606537999992725, 5.076500600000145, 10.221638899998652, 5.11038919999919, 2.030213800000638, 4.911071999998967, 4.895724900001369, 4.894458700000541, 3.313008599998284, 3.8115784999972675, 4.344585799997731, 5.393896099998528, 2.729768299999705, 5.093620499999815, 2.9788595999998506, 3.395211899998685, 4.311087199999747, 8.340669799999887, 6.925120299998525, 7.025187899998855, 5.7105047999975795, 5.893364200001088]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345, 5.4592241999998805, 7.458308899997064, 5.626585400001204, 3.511330099998304, 3.079333099998621, 6.058940300001268, 8.858135200000106, 4.927641400001448, 5.410356500000489, 5.060661600000458, 5.076507499998115, 10.221647499998653, 5.110397399999783, 2.0302220999983547, 4.911079800000152, 4.895737399998325, 4.894466699999612, 3.313017199998285, 3.811585199997353, 4.3445969999993395, 5.393904399999883, 2.729776400003175, 5.093627199999901, 2.978864500000782, 3.395219800000632, 4.31109590000051, 8.340679899996758, 6.92512749999878, 7.025195800000802, 5.710513800000626, 5.893445300000167]",412.43392420000237,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.1,400,unexp,3,11,47,0,418.3269947000008,419.326137,419.326137,419.34273759999996,space,1.0773332999997365,420.5245856000016,420.8251934,420.8251934,420.8251934,100,48,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344, 5.459218399999372, 7.458298800000193, 5.626578100000188, 3.511324399998557, 3.079325200000312, 6.058932100000675, 8.858124900001712, 4.927632200000517, 5.410349199999473, 5.0606537999992725, 5.076500600000145, 10.221638899998652, 5.11038919999919, 2.030213800000638, 4.911071999998967, 4.895724900001369, 4.894458700000541, 3.313008599998284, 3.8115784999972675, 4.344585799997731, 5.393896099998528, 2.729768299999705, 5.093620499999815, 2.9788595999998506, 3.395211899998685, 4.311087199999747, 8.340669799999887, 6.925120299998525, 7.025187899998855, 5.7105047999975795, 5.893364200001088, 3.4116102999978466]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345, 5.4592241999998805, 7.458308899997064, 5.626585400001204, 3.511330099998304, 3.079333099998621, 6.058940300001268, 8.858135200000106, 4.927641400001448, 5.410356500000489, 5.060661600000458, 5.076507499998115, 10.221647499998653, 5.110397399999783, 2.0302220999983547, 4.911079800000152, 4.895737399998325, 4.894466699999612, 3.313017199998285, 3.811585199997353, 4.3445969999993395, 5.393904399999883, 2.729776400003175, 5.093627199999901, 2.978864500000782, 3.395219800000632, 4.31109590000051, 8.340679899996758, 6.92512749999878, 7.025195800000802, 5.710513800000626, 5.893445300000167, 3.411616800000047]",,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.1,1000,exp,4,0,48,3,424.23825040000156,425.23678230000223,425.23678230000223,425.2538164000034,space,0.7564262999985658,426.11934930000064,426.4195169000013,426.4195169000013,426.4195169000013,380,49,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344, 5.459218399999372, 7.458298800000193, 5.626578100000188, 3.511324399998557, 3.079325200000312, 6.058932100000675, 8.858124900001712, 4.927632200000517, 5.410349199999473, 5.0606537999992725, 5.076500600000145, 10.221638899998652, 5.11038919999919, 2.030213800000638, 4.911071999998967, 4.895724900001369, 4.894458700000541, 3.313008599998284, 3.8115784999972675, 4.344585799997731, 5.393896099998528, 2.729768299999705, 5.093620499999815, 2.9788595999998506, 3.395211899998685, 4.311087199999747, 8.340669799999887, 6.925120299998525, 7.025187899998855, 5.7105047999975795, 5.893364200001088, 3.4116102999978466, 7.508359900002688]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345, 5.4592241999998805, 7.458308899997064, 5.626585400001204, 3.511330099998304, 3.079333099998621, 6.058940300001268, 8.858135200000106, 4.927641400001448, 5.410356500000489, 5.060661600000458, 5.076507499998115, 10.221647499998653, 5.110397399999783, 2.0302220999983547, 4.911079800000152, 4.895737399998325, 4.894466699999612, 3.313017199998285, 3.811585199997353, 4.3445969999993395, 5.393904399999883, 2.729776400003175, 5.093627199999901, 2.978864500000782, 3.395219800000632, 4.31109590000051, 8.340679899996758, 6.92512749999878, 7.025195800000802, 5.710513800000626, 5.893445300000167, 3.411616800000047, 7.508367200000066]",426.4195169000013,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.7,1000,exp,4,1,49,5,433.9291400000002,434.92837260000306,434.92837260000306,434.94495780000216,space,0.5462401999975555,436.1938122000007,436.49652570000035,436.49652570000035,436.49652570000035,250,50,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344, 5.459218399999372, 7.458298800000193, 5.626578100000188, 3.511324399998557, 3.079325200000312, 6.058932100000675, 8.858124900001712, 4.927632200000517, 5.410349199999473, 5.0606537999992725, 5.076500600000145, 10.221638899998652, 5.11038919999919, 2.030213800000638, 4.911071999998967, 4.895724900001369, 4.894458700000541, 3.313008599998284, 3.8115784999972675, 4.344585799997731, 5.393896099998528, 2.729768299999705, 5.093620499999815, 2.9788595999998506, 3.395211899998685, 4.311087199999747, 8.340669799999887, 6.925120299998525, 7.025187899998855, 5.7105047999975795, 5.893364200001088, 3.4116102999978466, 7.508359900002688, 3.0282144000011613]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345, 5.4592241999998805, 7.458308899997064, 5.626585400001204, 3.511330099998304, 3.079333099998621, 6.058940300001268, 8.858135200000106, 4.927641400001448, 5.410356500000489, 5.060661600000458, 5.076507499998115, 10.221647499998653, 5.110397399999783, 2.0302220999983547, 4.911079800000152, 4.895737399998325, 4.894466699999612, 3.313017199998285, 3.811585199997353, 4.3445969999993395, 5.393904399999883, 2.729776400003175, 5.093627199999901, 2.978864500000782, 3.395219800000632, 4.31109590000051, 8.340679899996758, 6.92512749999878, 7.025195800000802, 5.710513800000626, 5.893445300000167, 3.411616800000047, 7.508367200000066, 3.02822229999947]",436.49652570000035,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.7,400,unexp,4,2,50,2,439.52394320000167,440.52314130000013,440.52314130000013,440.5396765000005,space,0.5055234999963432,441.7549058000019,442.0569998000028,442.0569998000028,442.0569998000028,350,51,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344, 5.459218399999372, 7.458298800000193, 5.626578100000188, 3.511324399998557, 3.079325200000312, 6.058932100000675, 8.858124900001712, 4.927632200000517, 5.410349199999473, 5.0606537999992725, 5.076500600000145, 10.221638899998652, 5.11038919999919, 2.030213800000638, 4.911071999998967, 4.895724900001369, 4.894458700000541, 3.313008599998284, 3.8115784999972675, 4.344585799997731, 5.393896099998528, 2.729768299999705, 5.093620499999815, 2.9788595999998506, 3.395211899998685, 4.311087199999747, 8.340669799999887, 6.925120299998525, 7.025187899998855, 5.7105047999975795, 5.893364200001088, 3.4116102999978466, 7.508359900002688, 3.0282144000011613, 3.2120753999988665]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345, 5.4592241999998805, 7.458308899997064, 5.626585400001204, 3.511330099998304, 3.079333099998621, 6.058940300001268, 8.858135200000106, 4.927641400001448, 5.410356500000489, 5.060661600000458, 5.076507499998115, 10.221647499998653, 5.110397399999783, 2.0302220999983547, 4.911079800000152, 4.895737399998325, 4.894466699999612, 3.313017199998285, 3.811585199997353, 4.3445969999993395, 5.393904399999883, 2.729776400003175, 5.093627199999901, 2.978864500000782, 3.395219800000632, 4.31109590000051, 8.340679899996758, 6.92512749999878, 7.025195800000802, 5.710513800000626, 5.893445300000167, 3.411616800000047, 7.508367200000066, 3.02822229999947, 3.2120852999978524]",442.0569998000028,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.4,1000,exp,4,3,51,7,445.2682485000005,446.2676336000004,446.2676336000004,446.2676336000004,space,0.4686316999977862,447.16648150000185,447.4684448000007,447.4684448000007,447.4684448000007,120,52,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344, 5.459218399999372, 7.458298800000193, 5.626578100000188, 3.511324399998557, 3.079325200000312, 6.058932100000675, 8.858124900001712, 4.927632200000517, 5.410349199999473, 5.0606537999992725, 5.076500600000145, 10.221638899998652, 5.11038919999919, 2.030213800000638, 4.911071999998967, 4.895724900001369, 4.894458700000541, 3.313008599998284, 3.8115784999972675, 4.344585799997731, 5.393896099998528, 2.729768299999705, 5.093620499999815, 2.9788595999998506, 3.395211899998685, 4.311087199999747, 8.340669799999887, 6.925120299998525, 7.025187899998855, 5.7105047999975795, 5.893364200001088, 3.4116102999978466, 7.508359900002688, 3.0282144000011613, 3.2120753999988665, 4.3110235999993165]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345, 5.4592241999998805, 7.458308899997064, 5.626585400001204, 3.511330099998304, 3.079333099998621, 6.058940300001268, 8.858135200000106, 4.927641400001448, 5.410356500000489, 5.060661600000458, 5.076507499998115, 10.221647499998653, 5.110397399999783, 2.0302220999983547, 4.911079800000152, 4.895737399998325, 4.894466699999612, 3.313017199998285, 3.811585199997353, 4.3445969999993395, 5.393904399999883, 2.729776400003175, 5.093627199999901, 2.978864500000782, 3.395219800000632, 4.31109590000051, 8.340679899996758, 6.92512749999878, 7.025195800000802, 5.710513800000626, 5.893445300000167, 3.411616800000047, 7.508367200000066, 3.02822229999947, 3.2120852999978524, 4.311031900000671]",447.4684448000007,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.7,1000,exp,4,4,52,8,451.77922949999993,452.7782231000019,452.7782231000019,452.79503650000333,space,1.0706654999958118,454.5767319000021,454.8786628000016,454.8786628000016,454.8786628000016,100,53,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344, 5.459218399999372, 7.458298800000193, 5.626578100000188, 3.511324399998557, 3.079325200000312, 6.058932100000675, 8.858124900001712, 4.927632200000517, 5.410349199999473, 5.0606537999992725, 5.076500600000145, 10.221638899998652, 5.11038919999919, 2.030213800000638, 4.911071999998967, 4.895724900001369, 4.894458700000541, 3.313008599998284, 3.8115784999972675, 4.344585799997731, 5.393896099998528, 2.729768299999705, 5.093620499999815, 2.9788595999998506, 3.395211899998685, 4.311087199999747, 8.340669799999887, 6.925120299998525, 7.025187899998855, 5.7105047999975795, 5.893364200001088, 3.4116102999978466, 7.508359900002688, 3.0282144000011613, 3.2120753999988665, 4.3110235999993165, 3.229135800000222]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345, 5.4592241999998805, 7.458308899997064, 5.626585400001204, 3.511330099998304, 3.079333099998621, 6.058940300001268, 8.858135200000106, 4.927641400001448, 5.410356500000489, 5.060661600000458, 5.076507499998115, 10.221647499998653, 5.110397399999783, 2.0302220999983547, 4.911079800000152, 4.895737399998325, 4.894466699999612, 3.313017199998285, 3.811585199997353, 4.3445969999993395, 5.393904399999883, 2.729776400003175, 5.093627199999901, 2.978864500000782, 3.395219800000632, 4.31109590000051, 8.340679899996758, 6.92512749999878, 7.025195800000802, 5.710513800000626, 5.893445300000167, 3.411616800000047, 7.508367200000066, 3.02822229999947, 3.2120852999978524, 4.311031900000671, 3.2291417000014917]",454.8786628000016,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.1,1000,exp,4,5,53,6,458.10684390000097,459.1059187000028,459.1059187000028,459.12246850000156,space,0.9699076999968383,460.2045600000034,460.5063345000017,460.5063345000017,460.5063345000017,80,54,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344, 5.459218399999372, 7.458298800000193, 5.626578100000188, 3.511324399998557, 3.079325200000312, 6.058932100000675, 8.858124900001712, 4.927632200000517, 5.410349199999473, 5.0606537999992725, 5.076500600000145, 10.221638899998652, 5.11038919999919, 2.030213800000638, 4.911071999998967, 4.895724900001369, 4.894458700000541, 3.313008599998284, 3.8115784999972675, 4.344585799997731, 5.393896099998528, 2.729768299999705, 5.093620499999815, 2.9788595999998506, 3.395211899998685, 4.311087199999747, 8.340669799999887, 6.925120299998525, 7.025187899998855, 5.7105047999975795, 5.893364200001088, 3.4116102999978466, 7.508359900002688, 3.0282144000011613, 3.2120753999988665, 4.3110235999993165, 3.229135800000222, 5.97614479999902]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345, 5.4592241999998805, 7.458308899997064, 5.626585400001204, 3.511330099998304, 3.079333099998621, 6.058940300001268, 8.858135200000106, 4.927641400001448, 5.410356500000489, 5.060661600000458, 5.076507499998115, 10.221647499998653, 5.110397399999783, 2.0302220999983547, 4.911079800000152, 4.895737399998325, 4.894466699999612, 3.313017199998285, 3.811585199997353, 4.3445969999993395, 5.393904399999883, 2.729776400003175, 5.093627199999901, 2.978864500000782, 3.395219800000632, 4.31109590000051, 8.340679899996758, 6.92512749999878, 7.025195800000802, 5.710513800000626, 5.893445300000167, 3.411616800000047, 7.508367200000066, 3.02822229999947, 3.2120852999978524, 4.311031900000671, 3.2291417000014917, 5.976150700000289]",,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.7,1000,exp,4,6,54,11,466.4823780000006,467.4816712000029,467.4816712000029,467.4980837000003,space,0.5919111000002886,468.7965883000012,469.09799320000093,469.09799320000093,469.09799320000093,350,55,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344, 5.459218399999372, 7.458298800000193, 5.626578100000188, 3.511324399998557, 3.079325200000312, 6.058932100000675, 8.858124900001712, 4.927632200000517, 5.410349199999473, 5.0606537999992725, 5.076500600000145, 10.221638899998652, 5.11038919999919, 2.030213800000638, 4.911071999998967, 4.895724900001369, 4.894458700000541, 3.313008599998284, 3.8115784999972675, 4.344585799997731, 5.393896099998528, 2.729768299999705, 5.093620499999815, 2.9788595999998506, 3.395211899998685, 4.311087199999747, 8.340669799999887, 6.925120299998525, 7.025187899998855, 5.7105047999975795, 5.893364200001088, 3.4116102999978466, 7.508359900002688, 3.0282144000011613, 3.2120753999988665, 4.3110235999993165, 3.229135800000222, 5.97614479999902, 2.995371700002579]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345, 5.4592241999998805, 7.458308899997064, 5.626585400001204, 3.511330099998304, 3.079333099998621, 6.058940300001268, 8.858135200000106, 4.927641400001448, 5.410356500000489, 5.060661600000458, 5.076507499998115, 10.221647499998653, 5.110397399999783, 2.0302220999983547, 4.911079800000152, 4.895737399998325, 4.894466699999612, 3.313017199998285, 3.811585199997353, 4.3445969999993395, 5.393904399999883, 2.729776400003175, 5.093627199999901, 2.978864500000782, 3.395219800000632, 4.31109590000051, 8.340679899996758, 6.92512749999878, 7.025195800000802, 5.710513800000626, 5.893445300000167, 3.411616800000047, 7.508367200000066, 3.02822229999947, 3.2120852999978524, 4.311031900000671, 3.2291417000014917, 5.976150700000289, 2.995379600000888]",,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
0.4,1000,exp,4,7,55,10,472.0937812000011,473.0930210000006,473.0930210000006,473.10967280000114,space,0.8311623000008694,474.3414003000013,474.6416459000029,474.6416459000029,474.6416459000029,100,56,"[6.427616099997977, 5.259744499999215, 6.842537900000025, 4.6631648000002315, 5.6589205999989645, 6.025882499998261, 3.0784753000007186, 8.1087374000017, 4.3941554999983055, 3.728157099998498, 3.5611963999981526, 6.00918410000304, 6.259446600000956, 6.808631399999285, 3.6291319000010844, 5.411265200000344, 5.459218399999372, 7.458298800000193, 5.626578100000188, 3.511324399998557, 3.079325200000312, 6.058932100000675, 8.858124900001712, 4.927632200000517, 5.410349199999473, 5.0606537999992725, 5.076500600000145, 10.221638899998652, 5.11038919999919, 2.030213800000638, 4.911071999998967, 4.895724900001369, 4.894458700000541, 3.313008599998284, 3.8115784999972675, 4.344585799997731, 5.393896099998528, 2.729768299999705, 5.093620499999815, 2.9788595999998506, 3.395211899998685, 4.311087199999747, 8.340669799999887, 6.925120299998525, 7.025187899998855, 5.7105047999975795, 5.893364200001088, 3.4116102999978466, 7.508359900002688, 3.0282144000011613, 3.2120753999988665, 4.3110235999993165, 3.229135800000222, 5.97614479999902, 2.995371700002579, 2.946259899999859]","[6.4276270999980625, 5.2597519000009925, 6.842545800001972, 4.6631778000009945, 5.658928500000911, 6.025888500000292, 3.078479400002834, 8.108745800000179, 4.394162599997799, 3.7281657999992603, 3.561203299999761, 6.009193500001857, 6.259452499998588, 6.80864450000081, 3.6291409000004933, 5.411273800000345, 5.4592241999998805, 7.458308899997064, 5.626585400001204, 3.511330099998304, 3.079333099998621, 6.058940300001268, 8.858135200000106, 4.927641400001448, 5.410356500000489, 5.060661600000458, 5.076507499998115, 10.221647499998653, 5.110397399999783, 2.0302220999983547, 4.911079800000152, 4.895737399998325, 4.894466699999612, 3.313017199998285, 3.811585199997353, 4.3445969999993395, 5.393904399999883, 2.729776400003175, 5.093627199999901, 2.978864500000782, 3.395219800000632, 4.31109590000051, 8.340679899996758, 6.92512749999878, 7.025195800000802, 5.710513800000626, 5.893445300000167, 3.411616800000047, 7.508367200000066, 3.02822229999947, 3.2120852999978524, 4.311031900000671, 3.2291417000014917, 5.976150700000289, 2.995379600000888, 2.946266700000706]",,1,001,2022-11-10_21h54.18.502,T7,2022.2.2,60.12531317823952,
