delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,polygon.started,key_resp.started,fixation.stopped,key_resp.keys,key_resp.rt,sound_1.started,sound_1.stopped,text.started,textbox.started,button.started,textbox.text,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate
0.1,400,unexp,1,8,20,0,425.0476775,426.0469997,426.0469997,426.0469997,space,3.8988111,430.0765817,430.3774388,430.3774388,430.3774388,430.3774388,450,21,"[5.341000700020231, 4.428008000017144, 11.87045049999142, 4.660540500015486, 5.277511599997524, 3.3787785000167787, 3.1774649000144564, 2.6615122000221163, 3.4789932999992743, 3.128056599991396, 7.059315100021195, 2.129718700016383, 11.10481129999971, 3.379162700031884, 3.5444295999477617, 2.746562400017865, 4.062598999997135, 4.1607945000287145, 6.142480999988038, 5.4759165000286885, 3.0955945000168867]","[5.341013199998997, 4.428014400007669, 11.870459099998698, 4.66054750001058, 5.277519499999471, 3.3787836999981664, 3.1774701999966055, 2.6615179000073113, 3.4790009999996983, 3.128063199983444, 7.059321700013243, 2.129738899995573, 11.104817699990235, 3.3791692000231706, 3.5444344999850728, 2.7465707000228576, 4.062605100043584, 4.160800400015432, 6.142485299962573, 5.475923500023782, 3.095600900007412]",1,1,2022-11-04_11h59.36.200,T7,2022.2.2,60.02458608
0.1,1000,exp,1,9,21,9,433.4735814,434.4722905,434.4722905,434.4888404,space,4.1122214,438.7022024,,439.0020126,439.0020126,439.0020126,200,22,"[5.341000700020231, 4.428008000017144, 11.87045049999142, 4.660540500015486, 5.277511599997524, 3.3787785000167787, 3.1774649000144564, 2.6615122000221163, 3.4789932999992743, 3.128056599991396, 7.059315100021195, 2.129718700016383, 11.10481129999971, 3.379162700031884, 3.5444295999477617, 2.746562400017865, 4.062598999997135, 4.1607945000287145, 6.142480999988038, 5.4759165000286885, 3.0955945000168867, 2.4813149999827147]","[5.341013199998997, 4.428014400007669, 11.870459099998698, 4.66054750001058, 5.277519499999471, 3.3787836999981664, 3.1774701999966055, 2.6615179000073113, 3.4790009999996983, 3.128063199983444, 7.059321700013243, 2.129738899995573, 11.104817699990235, 3.3791692000231706, 3.5444344999850728, 2.7465707000228576, 4.062605100043584, 4.160800400015432, 6.142485299962573, 5.475923500023782, 3.095600900007412, 2.4813241999945603]",1,1,2022-11-04_11h59.36.200,T7,2022.2.2,60.02458608
0.4,1000,exp,1,10,22,4,441.4825065,442.481857,442.481857,442.481857,space,3.2563222,446.1619918,,446.4630719,446.4630719,446.4630719,400,23,"[5.341000700020231, 4.428008000017144, 11.87045049999142, 4.660540500015486, 5.277511599997524, 3.3787785000167787, 3.1774649000144564, 2.6615122000221163, 3.4789932999992743, 3.128056599991396, 7.059315100021195, 2.129718700016383, 11.10481129999971, 3.379162700031884, 3.5444295999477617, 2.746562400017865, 4.062598999997135, 4.1607945000287145, 6.142480999988038, 5.4759165000286885, 3.0955945000168867, 2.4813149999827147, 4.294847099983599]","[5.341013199998997, 4.428014400007669, 11.870459099998698, 4.66054750001058, 5.277519499999471, 3.3787836999981664, 3.1774701999966055, 2.6615179000073113, 3.4790009999996983, 3.128063199983444, 7.059321700013243, 2.129738899995573, 11.104817699990235, 3.3791692000231706, 3.5444344999850728, 2.7465707000228576, 4.062605100043584, 4.160800400015432, 6.142485299962573, 5.475923500023782, 3.095600900007412, 2.4813241999945603, 4.294853399973363]",1,1,2022-11-04_11h59.36.200,T7,2022.2.2,60.02458608
0.4,1000,exp,1,11,23,7,450.7572041,451.7561508,451.7561508,451.7561508,space,3.3737881,455.5526763,,455.8527721,455.8527721,455.8527721,350,24,"[5.341000700020231, 4.428008000017144, 11.87045049999142, 4.660540500015486, 5.277511599997524, 3.3787785000167787, 3.1774649000144564, 2.6615122000221163, 3.4789932999992743, 3.128056599991396, 7.059315100021195, 2.129718700016383, 11.10481129999971, 3.379162700031884, 3.5444295999477617, 2.746562400017865, 4.062598999997135, 4.1607945000287145, 6.142480999988038, 5.4759165000286885, 3.0955945000168867, 2.4813149999827147, 4.294847099983599, 5.460425500001293]","[5.341013199998997, 4.428014400007669, 11.870459099998698, 4.66054750001058, 5.277519499999471, 3.3787836999981664, 3.1774701999966055, 2.6615179000073113, 3.4790009999996983, 3.128063199983444, 7.059321700013243, 2.129738899995573, 11.104817699990235, 3.3791692000231706, 3.5444344999850728, 2.7465707000228576, 4.062605100043584, 4.160800400015432, 6.142485299962573, 5.475923500023782, 3.095600900007412, 2.4813241999945603, 4.294853399973363, 5.460431299987249]",1,1,2022-11-04_11h59.36.200,T7,2022.2.2,60.02458608
0.7,1000,exp,2,0,24,5,461.3143642,462.3133447,462.3133447,462.3133447,space,3.2499663,466.2930221,,466.5944912,466.5944912,466.5944912,400,25,"[5.341000700020231, 4.428008000017144, 11.87045049999142, 4.660540500015486, 5.277511599997524, 3.3787785000167787, 3.1774649000144564, 2.6615122000221163, 3.4789932999992743, 3.128056599991396, 7.059315100021195, 2.129718700016383, 11.10481129999971, 3.379162700031884, 3.5444295999477617, 2.746562400017865, 4.062598999997135, 4.1607945000287145, 6.142480999988038, 5.4759165000286885, 3.0955945000168867, 2.4813149999827147, 4.294847099983599, 5.460425500001293, 6.541998300002888]","[5.341013199998997, 4.428014400007669, 11.870459099998698, 4.66054750001058, 5.277519499999471, 3.3787836999981664, 3.1774701999966055, 2.6615179000073113, 3.4790009999996983, 3.128063199983444, 7.059321700013243, 2.129738899995573, 11.104817699990235, 3.3791692000231706, 3.5444344999850728, 2.7465707000228576, 4.062605100043584, 4.160800400015432, 6.142485299962573, 5.475923500023782, 3.095600900007412, 2.4813241999945603, 4.294853399973363, 5.460431299987249, 6.542006100004073]",1,1,2022-11-04_11h59.36.200,T7,2022.2.2,60.02458608
0.1,400,unexp,2,1,25,0,473.1369142,474.1357137,474.1357137,474.1357137,space,2.7986533,477.0662756,,477.3684664,477.3684664,477.3684664,600,26,"[5.341000700020231, 4.428008000017144, 11.87045049999142, 4.660540500015486, 5.277511599997524, 3.3787785000167787, 3.1774649000144564, 2.6615122000221163, 3.4789932999992743, 3.128056599991396, 7.059315100021195, 2.129718700016383, 11.10481129999971, 3.379162700031884, 3.5444295999477617, 2.746562400017865, 4.062598999997135, 4.1607945000287145, 6.142480999988038, 5.4759165000286885, 3.0955945000168867, 2.4813149999827147, 4.294847099983599, 5.460425500001293, 6.541998300002888, 5.677164599997923]","[5.341013199998997, 4.428014400007669, 11.870459099998698, 4.66054750001058, 5.277519499999471, 3.3787836999981664, 3.1774701999966055, 2.6615179000073113, 3.4790009999996983, 3.128063199983444, 7.059321700013243, 2.129738899995573, 11.104817699990235, 3.3791692000231706, 3.5444344999850728, 2.7465707000228576, 4.062605100043584, 4.160800400015432, 6.142485299962573, 5.475923500023782, 3.095600900007412, 2.4813241999945603, 4.294853399973363, 5.460431299987249, 6.542006100004073, 5.677170899987686]",1,1,2022-11-04_11h59.36.200,T7,2022.2.2,60.02458608
0.4,400,unexp,2,2,26,1,483.0441424,484.0433131,484.0433131,484.0433131,space,2.3011032,486.7737097,,487.076993,487.076993,487.076993,200,27,"[5.341000700020231, 4.428008000017144, 11.87045049999142, 4.660540500015486, 5.277511599997524, 3.3787785000167787, 3.1774649000144564, 2.6615122000221163, 3.4789932999992743, 3.128056599991396, 7.059315100021195, 2.129718700016383, 11.10481129999971, 3.379162700031884, 3.5444295999477617, 2.746562400017865, 4.062598999997135, 4.1607945000287145, 6.142480999988038, 5.4759165000286885, 3.0955945000168867, 2.4813149999827147, 4.294847099983599, 5.460425500001293, 6.541998300002888, 5.677164599997923, 4.893932199978735]","[5.341013199998997, 4.428014400007669, 11.870459099998698, 4.66054750001058, 5.277519499999471, 3.3787836999981664, 3.1774701999966055, 2.6615179000073113, 3.4790009999996983, 3.128063199983444, 7.059321700013243, 2.129738899995573, 11.104817699990235, 3.3791692000231706, 3.5444344999850728, 2.7465707000228576, 4.062605100043584, 4.160800400015432, 6.142485299962573, 5.475923500023782, 3.095600900007412, 2.4813241999945603, 4.294853399973363, 5.460431299987249, 6.542006100004073, 5.677170899987686, 4.893938200024422]",1,1,2022-11-04_11h59.36.200,T7,2022.2.2,60.02458608
0.4,1000,exp,2,3,27,4,491.9692615,492.9683286,492.9683286,492.9683286,space,0.956654,494.3501834,494.6502108,494.6502108,494.6502108,494.6502108,100,28,"[5.341000700020231, 4.428008000017144, 11.87045049999142, 4.660540500015486, 5.277511599997524, 3.3787785000167787, 3.1774649000144564, 2.6615122000221163, 3.4789932999992743, 3.128056599991396, 7.059315100021195, 2.129718700016383, 11.10481129999971, 3.379162700031884, 3.5444295999477617, 2.746562400017865, 4.062598999997135, 4.1607945000287145, 6.142480999988038, 5.4759165000286885, 3.0955945000168867, 2.4813149999827147, 4.294847099983599, 5.460425500001293, 6.541998300002888, 5.677164599997923, 4.893932199978735, 1.6804268000414595]","[5.341013199998997, 4.428014400007669, 11.870459099998698, 4.66054750001058, 5.277519499999471, 3.3787836999981664, 3.1774701999966055, 2.6615179000073113, 3.4790009999996983, 3.128063199983444, 7.059321700013243, 2.129738899995573, 11.104817699990235, 3.3791692000231706, 3.5444344999850728, 2.7465707000228576, 4.062605100043584, 4.160800400015432, 6.142485299962573, 5.475923500023782, 3.095600900007412, 2.4813241999945603, 4.294853399973363, 5.460431299987249, 6.542006100004073, 5.677170899987686, 4.893938200024422, 1.6804327000281774]",1,1,2022-11-04_11h59.36.200,T7,2022.2.2,60.02458608
0.4,1000,exp,2,4,28,10,496.3316506,497.3309498,497.3309498,497.3309498,space,1.1502611,498.9122799,,499.2185523,499.2185523,499.2185523,100,29,"[5.341000700020231, 4.428008000017144, 11.87045049999142, 4.660540500015486, 5.277511599997524, 3.3787785000167787, 3.1774649000144564, 2.6615122000221163, 3.4789932999992743, 3.128056599991396, 7.059315100021195, 2.129718700016383, 11.10481129999971, 3.379162700031884, 3.5444295999477617, 2.746562400017865, 4.062598999997135, 4.1607945000287145, 6.142480999988038, 5.4759165000286885, 3.0955945000168867, 2.4813149999827147, 4.294847099983599, 5.460425500001293, 6.541998300002888, 5.677164599997923, 4.893932199978735, 1.6804268000414595, 2.1456302999868058]","[5.341013199998997, 4.428014400007669, 11.870459099998698, 4.66054750001058, 5.277519499999471, 3.3787836999981664, 3.1774701999966055, 2.6615179000073113, 3.4790009999996983, 3.128063199983444, 7.059321700013243, 2.129738899995573, 11.104817699990235, 3.3791692000231706, 3.5444344999850728, 2.7465707000228576, 4.062605100043584, 4.160800400015432, 6.142485299962573, 5.475923500023782, 3.095600900007412, 2.4813241999945603, 4.294853399973363, 5.460431299987249, 6.542006100004073, 5.677170899987686, 4.893938200024422, 1.6804327000281774, 2.14563869999256]",1,1,2022-11-04_11h59.36.200,T7,2022.2.2,60.02458608
0.7,1000,exp,2,5,29,11,501.3603661,502.3595118,502.3595118,502.3595118,space,1.8906981,504.9736392,505.27546,505.27546,505.27546,505.27546,200,30,"[5.341000700020231, 4.428008000017144, 11.87045049999142, 4.660540500015486, 5.277511599997524, 3.3787785000167787, 3.1774649000144564, 2.6615122000221163, 3.4789932999992743, 3.128056599991396, 7.059315100021195, 2.129718700016383, 11.10481129999971, 3.379162700031884, 3.5444295999477617, 2.746562400017865, 4.062598999997135, 4.1607945000287145, 6.142480999988038, 5.4759165000286885, 3.0955945000168867, 2.4813149999827147, 4.294847099983599, 5.460425500001293, 6.541998300002888, 5.677164599997923, 4.893932199978735, 1.6804268000414595, 2.1456302999868058, 4.42758210003376]","[5.341013199998997, 4.428014400007669, 11.870459099998698, 4.66054750001058, 5.277519499999471, 3.3787836999981664, 3.1774701999966055, 2.6615179000073113, 3.4790009999996983, 3.128063199983444, 7.059321700013243, 2.129738899995573, 11.104817699990235, 3.3791692000231706, 3.5444344999850728, 2.7465707000228576, 4.062605100043584, 4.160800400015432, 6.142485299962573, 5.475923500023782, 3.095600900007412, 2.4813241999945603, 4.294853399973363, 5.460431299987249, 6.542006100004073, 5.677170899987686, 4.893938200024422, 1.6804327000281774, 2.14563869999256, 4.427587300015148]",1,1,2022-11-04_11h59.36.200,T7,2022.2.2,60.02458608
0.1,1000,exp,2,6,30,6,509.7025481,510.7018715,510.7018715,510.7018715,space,1.8160175,512.6499731,512.950047,512.950047,512.950047,512.950047,350,31,"[5.341000700020231, 4.428008000017144, 11.87045049999142, 4.660540500015486, 5.277511599997524, 3.3787785000167787, 3.1774649000144564, 2.6615122000221163, 3.4789932999992743, 3.128056599991396, 7.059315100021195, 2.129718700016383, 11.10481129999971, 3.379162700031884, 3.5444295999477617, 2.746562400017865, 4.062598999997135, 4.1607945000287145, 6.142480999988038, 5.4759165000286885, 3.0955945000168867, 2.4813149999827147, 4.294847099983599, 5.460425500001293, 6.541998300002888, 5.677164599997923, 4.893932199978735, 1.6804268000414595, 2.1456302999868058, 4.42758210003376, 1.8796700999955647]","[5.341013199998997, 4.428014400007669, 11.870459099998698, 4.66054750001058, 5.277519499999471, 3.3787836999981664, 3.1774701999966055, 2.6615179000073113, 3.4790009999996983, 3.128063199983444, 7.059321700013243, 2.129738899995573, 11.104817699990235, 3.3791692000231706, 3.5444344999850728, 2.7465707000228576, 4.062605100043584, 4.160800400015432, 6.142485299962573, 5.475923500023782, 3.095600900007412, 2.4813241999945603, 4.294853399973363, 5.460431299987249, 6.542006100004073, 5.677170899987686, 4.893938200024422, 1.6804327000281774, 2.14563869999256, 4.427587300015148, 1.8796757999807596]",1,1,2022-11-04_11h59.36.200,T7,2022.2.2,60.02458608
