18.8534 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
236.4307 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
242.6351 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002A0B8BEFEE0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002A0BD82AF40>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
242.6353 	EXP 	window1: mouseVisible = True
242.6355 	EXP 	window1: mouseVisible = False
242.6355 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
242.6356 	EXP 	window1: recordFrameIntervals = False
242.8008 	EXP 	window1: recordFrameIntervals = True
242.9840 	EXP 	Screen (0) actual frame rate measured at 60.02Hz
242.9841 	EXP 	window1: recordFrameIntervals = False
249.8229 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
249.8301 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, fillColor=array([-1.    ,  0.0039, -1.    ]), fillColorSpace='rgb', fillRGB=array([-1.    ,  0.0039, -1.    ]), interpolate=True, lineColor=array([-1.    ,  0.0039, -1.    ]), lineColorSpace='rgb', lineRGB=array([-1.    ,  0.0039, -1.    ]), lineWidth=1.0, name='polygon', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
249.9275 	EXP 	Sound sound_1 set volume 1.000
251.0424 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
251.2420 	EXP 	window1: mouseVisible = True
251.2508 	EXP 	Imported C:/Users/Kinnari Kamani/Desktop/Monsoon 2022/PSY310 Lab in Psych/Tutorials_Exp/excel/ib conditions.xlsx as conditions, 12 conditions, 3 params
251.2975 	EXP 	Created sequence: random, trialTypes=12, nReps=5, seed=None
251.2983 	EXP 	New trial (rep=0, index=0): {'delay': 0.4, 'freq': 1000, 'condition': 'exp'}
251.3867 	EXP 	textbox: autoLog = True
251.3867 	EXP 	fixation: autoDraw = True
252.2419 	EXP 	polygon: autoDraw = True
252.3918 	EXP 	fixation: autoDraw = False
254.1639 	DATA 	Keypress: space
254.1967 	EXP 	fixation: autoDraw = False
254.1967 	EXP 	polygon: autoDraw = False
254.8797 	EXP 	text: autoDraw = True
254.8797 	EXP 	textbox: autoDraw = True
257.9703 	DATA 	Keypress: num_3
258.1699 	DATA 	Keypress: num_5
258.3256 	DATA 	Keypress: num_0
260.1264 	DATA 	Mouse: Left button down, pos=(996,188)
260.2028 	EXP 	New trial (rep=0, index=1): {'delay': 0.1, 'freq': 1000, 'condition': 'exp'}
260.2081 	EXP 	text: autoDraw = False
260.2081 	EXP 	textbox: autoDraw = False
260.2081 	EXP 	fixation: autoDraw = True
260.2383 	DATA 	Mouse:  Left button up, pos=(996,188)
261.2166 	EXP 	fixation: autoDraw = False
261.2166 	EXP 	polygon: autoDraw = True
262.9686 	DATA 	Keypress: space
262.9816 	EXP 	fixation: autoDraw = False
262.9816 	EXP 	polygon: autoDraw = False
263.3826 	EXP 	text: autoDraw = True
263.3826 	EXP 	textbox: autoDraw = True
265.5879 	DATA 	Keypress: num_3
265.8034 	DATA 	Keypress: num_5
265.8876 	DATA 	Keypress: num_0
267.7946 	DATA 	Mouse: Left button down, pos=(942,216)
267.7964 	EXP 	New trial (rep=0, index=2): {'delay': 0.4, 'freq': 400, 'condition': 'unexp'}
267.8106 	EXP 	text: autoDraw = False
267.8106 	EXP 	textbox: autoDraw = False
267.8106 	EXP 	fixation: autoDraw = True
268.0150 	DATA 	Mouse:  Left button up, pos=(942,216)
268.8094 	EXP 	polygon: autoDraw = True
268.8261 	EXP 	fixation: autoDraw = False
270.9783 	DATA 	Keypress: space
270.9908 	EXP 	fixation: autoDraw = False
270.9908 	EXP 	polygon: autoDraw = False
271.6966 	EXP 	text: autoDraw = True
271.6966 	EXP 	textbox: autoDraw = True
276.0274 	DATA 	Keypress: num_2
281.1828 	DATA 	Keypress: backspace
281.7977 	DATA 	Keypress: num_3
281.9904 	DATA 	Keypress: num_0
282.1312 	DATA 	Keypress: num_0
283.5468 	DATA 	Mouse: Left button down, pos=(969,190)
283.5501 	EXP 	New trial (rep=0, index=3): {'delay': 0.4, 'freq': 1000, 'condition': 'exp'}
283.5624 	EXP 	text: autoDraw = False
283.5624 	EXP 	textbox: autoDraw = False
283.5624 	EXP 	fixation: autoDraw = True
283.7825 	DATA 	Mouse:  Left button up, pos=(969,190)
284.5617 	EXP 	fixation: autoDraw = False
284.5617 	EXP 	polygon: autoDraw = True
285.8145 	DATA 	Keypress: space
285.8273 	EXP 	fixation: autoDraw = False
285.8273 	EXP 	polygon: autoDraw = False
286.5288 	EXP 	text: autoDraw = True
286.5288 	EXP 	textbox: autoDraw = True
289.7679 	DATA 	Keypress: num_2
289.9695 	DATA 	Keypress: num_0
290.4234 	DATA 	Keypress: num_0
291.1726 	DATA 	Mouse: Left button down, pos=(969,190)
291.1745 	EXP 	New trial (rep=0, index=4): {'delay': 0.1, 'freq': 400, 'condition': 'unexp'}
291.1886 	EXP 	text: autoDraw = False
291.1886 	EXP 	textbox: autoDraw = False
291.1886 	EXP 	fixation: autoDraw = True
291.3083 	DATA 	Mouse:  Left button up, pos=(969,190)
292.1879 	EXP 	fixation: autoDraw = False
292.1879 	EXP 	polygon: autoDraw = True
293.0921 	DATA 	Keypress: space
293.1034 	EXP 	fixation: autoDraw = False
293.1034 	EXP 	polygon: autoDraw = False
293.5034 	EXP 	text: autoDraw = True
293.5034 	EXP 	textbox: autoDraw = True
297.6995 	DATA 	Keypress: num_4
297.8251 	DATA 	Keypress: num_0
298.0424 	DATA 	Keypress: num_0
298.7655 	DATA 	Mouse: Left button down, pos=(969,190)
298.7679 	EXP 	New trial (rep=0, index=5): {'delay': 0.7, 'freq': 1000, 'condition': 'exp'}
298.7817 	EXP 	text: autoDraw = False
298.7817 	EXP 	textbox: autoDraw = False
298.7817 	EXP 	fixation: autoDraw = True
298.8858 	DATA 	Mouse:  Left button up, pos=(969,190)
299.7809 	EXP 	fixation: autoDraw = False
299.7809 	EXP 	polygon: autoDraw = True
300.9505 	DATA 	Keypress: space
300.9631 	EXP 	fixation: autoDraw = False
300.9631 	EXP 	polygon: autoDraw = False
301.9626 	EXP 	text: autoDraw = True
301.9626 	EXP 	textbox: autoDraw = True
303.6537 	DATA 	Keypress: num_3
303.9033 	DATA 	Keypress: num_5
304.1439 	DATA 	Keypress: num_0
305.3265 	DATA 	Mouse: Left button down, pos=(969,190)
305.3280 	EXP 	New trial (rep=0, index=6): {'delay': 0.7, 'freq': 1000, 'condition': 'exp'}
305.3423 	EXP 	text: autoDraw = False
