trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
10,0,10,0,10,124.96326220000628,124.96326220000628,0.026167799995164387,[0.002777777777777778],[0.24351851851851852],[1],[0],[0],[1.6028150000056485],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
11,0,11,0,10,126.595458900003,126.595458900003,0.025621699998737313,[0.049074074074074076],[-0.15],[1],[0],[0],[3.0185837000026368],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
12,0,12,0,5,129.62525939999614,129.62525939999614,0.013536799990106374,[0.41388888888888886],[0.2601851851851852],[1],[0],[0],[1.9320112999994308],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
13,0,13,0,5,131.57390339999984,131.57390339999984,0.013622099999338388,[0.08796296296296297],[0.06018518518518518],[1],[0],[0],[1.7656287999998312],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
14,0,14,0,10,133.37311280000722,133.37311280000722,0.02667459999793209,[-0.42685185185185187],[0.3861111111111111],[1],[0],[0],[2.917546800003038],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
15,0,15,0,5,136.30308100000548,136.30308100000548,0.013759900000877678,[0.2898148148148148],[0.4861111111111111],[1],[0],[0],[1.9982311999920057],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
16,0,16,0,5,138.31793459999608,138.31793459999608,0.013463899987982586,[0.07222222222222222],[0.337037037037037],[1],[0],[0],[2.0651328999956604],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
17,0,17,0,10,140.4149230000039,140.4149230000039,0.025374499993631616,[0.003703703703703704],[0.23148148148148148],[1],[0],[0],[1.3539171000011265],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
18,0,18,0,5,141.78245060000336,141.78245060000336,0.015133299995795824,[-0.22314814814814815],[-0.44907407407407407],[1],[0],[0],[1.8465190999995684],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
19,0,19,0,10,143.66498200000206,143.66498200000206,0.02926899999147281,[0.10833333333333334],[-0.062037037037037036],[1],[0],[0],[1.598302700003842],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
20,0,20,0,10,145.29631560000416,145.29631560000416,0.02905270000337623,[0.1388888888888889],[-0.43333333333333335],[1],[0],[0],[2.0835459000081755],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
21,0,21,0,10,147.59650070000498,147.59650070000498,0.030047299995203502,[-0.1527777777777778],[0.4638888888888889],[1],[0],[0],[2.2817073999904096],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
22,0,22,0,10,149.78356850000273,149.78356850000273,0.08540319999156054,[0.32037037037037036],[0.1287037037037037],[1],[0],[0],[2.058416900006705],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
23,0,23,0,5,151.85810690000653,151.85810690000653,0.016476399992825463,[0.4925925925925926],[0.4462962962962963],[1],[0],[0],[1.8117976999928942],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
24,0,24,0,10,153.7027434000047,153.7027434000047,0.026608300002408214,[0.3537037037037037],[0.47314814814814815],[1],[0],[0],[2.169255200002226],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
25,0,25,0,5,155.88488709999365,155.88488709999365,0.013129500002833083,[0.15462962962962962],[0.32592592592592595],[1],[0],[0],[1.882218600003398],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
26,0,26,0,10,157.7994439000031,157.7994439000031,0.026651200008927844,[0.1259259259259259],[-0.45],[1],[0],[0],[1.8018649000005098],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
27,0,27,0,5,159.61390520000714,159.61390520000714,0.013724300006288104,[-0.11574074074074074],[0.16944444444444445],[1],[0],[0],[1.7318199000001187],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
28,0,28,0,10,161.384375499998,161.384375499998,0.031596500004525296,[0.14074074074074075],[-0.25092592592592594],[1],[0],[0],[1.5975813999975799],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
29,0,29,0,10,163.01521359999606,163.01521359999606,0.02804659999674186,[-0.23333333333333334],[0.049074074074074076],[1],[0],[0],[1.734569599997485],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
30,0,30,0,5,164.761559999999,164.761559999999,0.014407499998924322,[0.08981481481481482],[-0.053703703703703705],[1],[0],[0],[1.4479717000067467],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
31,0,31,0,5,166.2288086000044,166.2288086000044,0.016976700004306622,[-0.46574074074074073],[-0.20833333333333334],[1],[0],[0],[1.7616920000000391],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
32,0,32,0,5,168.0070917999983,168.0070917999983,0.01361229999747593,[0.1638888888888889],[0.20277777777777778],[1],[0],[0],[1.8141443000058644],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
33,0,33,0,5,169.83785339999304,169.83785339999304,0.01420499999949243,[0.1638888888888889],[0.20277777777777778],[1],[0],[0],[0.8490042999910656],[],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
34,0,34,0,10,170.73616430000402,170.73616430000402,0.03662929999700282,[0.4601851851851852],[0.28703703703703703],[1],[0],[0],[1.9569444000080694],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
35,0,35,0,5,172.70066190000216,172.70066190000216,0.013599400001112372,[0.45925925925925926],[-0.40555555555555556],[1],[0],[0],[2.248531199991703],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
36,0,36,0,10,174.98392980000062,174.98392980000062,0.02674760000081733,[0.43425925925925923],[-0.35648148148148145],[1],[0],[0],[1.902499000003445],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
37,0,37,0,5,176.89878069999395,176.89878069999395,0.013994299995829351,[-0.07407407407407407],[0.36203703703703705],[1],[0],[0],[2.1646263000002364],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
38,0,38,0,10,179.10346810000192,179.10346810000192,0.032113099994603544,[-0.06759259259259259],[-0.08981481481481482],[1],[0],[0],[1.7784960999997566],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
39,0,39,0,10,180.9125795,180.9125795,0.02913070000067819,[-0.26666666666666666],[-0.12037037037037036],[1],[0],[0],[1.6668676999979652],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
40,0,40,0,5,182.59269370000402,182.59269370000402,0.013178400011383928,[0.2101851851851852],[-0.29074074074074074],[1],[0],[0],[1.7322049999929732],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
41,0,41,0,10,184.35799720000068,184.35799720000068,0.02652880000823643,[-0.3712962962962963],[0.4398148148148148],[1],[0],[0],[2.1354470000078436],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
42,0,42,0,5,186.50593640000443,186.50593640000443,0.013596299992059357,[-0.4527777777777778],[-0.1787037037037037],[1],[0],[0],[1.948489000002155],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
43,0,43,0,10,188.48775410000235,188.48775410000235,0.026407500001369044,[-0.028703703703703703],[-0.028703703703703703],[1],[0],[0],[2.152583399991272],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
44,0,44,0,5,190.65241799999785,190.65241799999785,0.013786200011963956,[-0.3712962962962963],[-0.34444444444444444],[1],[0],[0],[1.6316907000000356],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
45,0,45,0,10,192.31774759999826,192.31774759999826,0.026210699987132102,[0.17592592592592593],[0.24722222222222223],[1],[0],[0],[1.6190879000059795],['target'],1,001,2022-09-16_12h52.12.041,T3,2022.2.2,59.949953781356825,
